Fluo 0.1 target,,Fluo 0.1 target,,Fluo 0.08 target,,Fluo 0.06 target,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
388.0227966,0.07011003792,,,388.0227966,0.05924705416,388.0227966,0.04438942671,
386.9396362,0.07041161507,,,386.9396362,0.05974195898,386.9396362,0.04460512102,
386.0111084,0.07051748037,,,386.0111084,0.05979242548,386.0111084,0.04475379735,
384.9276428,0.07126194239,,,384.9276428,0.06050844863,384.9276428,0.04521759599,
383.9987793,0.07104829699,,,383.9987793,0.05996686965,383.9987793,0.04515276849,
383.0698242,0.07163300365,,,383.0698242,0.06064445153,383.0698242,0.04532590881,
381.9858704,0.07192219794,,,381.9858704,0.06105665863,381.9858704,0.0457072854,
381.0566101,0.07193539292,,,381.0566101,0.06107250974,381.0566101,0.04584158212,
379.97229,0.07203132659,,,379.97229,0.06133704633,379.97229,0.04572761804,
379.0427551,0.07223074883,,,379.0427551,0.06122493371,379.0427551,0.04583761096,
377.9581299,0.07189574093,,,377.9581299,0.06076546386,377.9581299,0.04573285207,
377.0282898,0.07039286941,,,377.0282898,0.05983767286,377.0282898,0.0451086238,
375.9433289,0.07072047144,,,375.9433289,0.06013044342,375.9433289,0.0451229848,
375.0132141,0.07053589821,,,375.0132141,0.06000672653,375.0132141,0.04509219527,
373.9279175,0.0697786361,,,373.9279175,0.05927319452,373.9279175,0.04436517134,
372.9975281,0.06929633766,,,372.9975281,0.05892013013,372.9975281,0.04396523535,
372.0670166,0.0687033087,,,372.0670166,0.05830861256,372.0670166,0.04377445579,
370.9812622,0.06747080386,,,370.9812622,0.05741198733,370.9812622,0.04286330938,
370.0504456,0.0671133101,,,370.0504456,0.05679004639,370.0504456,0.04240746424,
368.9643555,0.06625849009,,,368.9643555,0.05615895241,368.9643555,0.04204677045,
368.0332642,0.06540799886,,,368.0332642,0.05548617989,368.0332642,0.04154686257,
366.9468689,0.06469675153,,,366.9468689,0.05478141084,366.9468689,0.04097845033,
366.0155029,0.06397101283,,,366.0155029,0.05425892025,366.0155029,0.04070075229,
364.928772,0.06340400875,,,364.928772,0.05366833508,364.928772,0.04008061066,
363.9971313,0.06298873574,,,363.9971313,0.05325336382,363.9971313,0.03998923674,
363.0653992,0.06283084303,,,363.0653992,0.05283943564,363.0653992,0.03950127214,
361.9781799,0.0615407154,,,361.9781799,0.05245726556,361.9781799,0.03947573155,
361.0461426,0.06166728586,,,361.0461426,0.05203840137,361.0461426,0.03905438259,
359.9586487,0.06124740839,,,359.9586487,0.05198844522,359.9586487,0.03887735307,
359.0263367,0.06147554889,,,359.0263367,0.05223174021,359.0263367,0.03884790838,
357.9385071,0.06158545613,,,357.9385071,0.05217706412,357.9385071,0.03895696625,
357.0059204,0.06166833267,,,357.0059204,0.05224820599,357.0059204,0.03925627843,
356.0732422,0.06221487373,,,356.0732422,0.05255579948,356.0732422,0.03951950371,
354.9849548,0.06289737672,,,354.9849548,0.05330879241,354.9849548,0.03993307427,
354.052002,0.06369182467,,,354.052002,0.05355150998,354.052002,0.04038402066,
352.9633789,0.06512004137,,,352.9633789,0.05549850315,352.9633789,0.04140485823,
352.0301514,0.06658869982,,,352.0301514,0.05659985915,352.0301514,0.04245381802,
350.9412537,0.06908518076,,,350.9412537,0.05853595212,350.9412537,0.04387931526,
350.0077515,0.07191834599,,,350.0077515,0.06129277498,350.0077515,0.04598973319,

Fluo 0.1 target,
Fluo 0.1 target
Collection Time: 2026-01-27 15:10:30
Operator Name  :
Scan Software Version: 3.00(339)
Parameter List :
Instrument                        Cary 50
Instrument Version                3.00
Start (nm)                        700.0
Stop (nm)                         350.0
X Mode                            Nanometers
Y Mode                            Abs
UV-Vis Scan Rate (nm/min)         600.00
UV-Vis Data Interval (nm)         1.00
UV-Vis Ave. Time (sec)            0.1000
Beam Mode                         Dual Beam
Baseline Correction               On
Baseline Type                     Baseline correction
Baseline File Name
Baseline Std Ref File Name
Cycle Mode                        Off
Comments
Method Log     :
Method Name    :
Date/Time stamp: 2026-01-27 12:04:29
Method Modifications:
UVVIS SAT Changed: 2026-01-27 12:06:18, Old:0.0125, New:0.1000
Common SAT Changed: 2026-01-27 12:06:18, Old:0.0125, New:0.1000
X Start nm Changed: 2026-01-27 12:06:26, Old:  800.0, New:  700.0
X Stop nm Changed: 2026-01-27 12:06:26, Old:  200.0, New:  350.0
Common Interval nm Changed: 2026-01-27 12:06:26, Old:     5.00, New:     1.00
Baseline Correction Changed: 2026-01-27 12:07:43, Old:0, New:1
Baseline Correction Changed: 2026-01-27 12:09:26, Old:1, New:0
Baseline Correction Changed: 2026-01-27 15:07:12, Old:0, New:1
End Method Modifications
<Current Wavelength> , 350.0

Fluo 0.1 target,
Fluo 0.1 target
Collection Time: 2026-01-27 15:11:13
Operator Name  :
Scan Software Version: 3.00(339)
Parameter List :
Instrument                        Cary 50
Instrument Version                3.00
Start (nm)                        700.0
Stop (nm)                         350.0
X Mode                            Nanometers
Y Mode                            Abs
UV-Vis Scan Rate (nm/min)         600.00
UV-Vis Data Interval (nm)         1.00
UV-Vis Ave. Time (sec)            0.1000
Beam Mode                         Dual Beam
Baseline Correction               On
Baseline Type                     Baseline correction
Baseline File Name
Baseline Std Ref File Name
Cycle Mode                        Off
Comments
Method Log     :
Method Name    :
Date/Time stamp: 2026-01-27 12:04:29
Method Modifications:
UVVIS SAT Changed: 2026-01-27 12:06:18, Old:0.0125, New:0.1000
Common SAT Changed: 2026-01-27 12:06:18, Old:0.0125, New:0.1000
X Start nm Changed: 2026-01-27 12:06:26, Old:  800.0, New:  700.0
X Stop nm Changed: 2026-01-27 12:06:26, Old:  200.0, New:  350.0
Common Interval nm Changed: 2026-01-27 12:06:26, Old:     5.00, New:     1.00
Baseline Correction Changed: 2026-01-27 12:07:43, Old:0, New:1
Baseline Correction Changed: 2026-01-27 12:09:26, Old:1, New:0
Baseline Correction Changed: 2026-01-27 15:07:12, Old:0, New:1
End Method Modifications
<Current Wavelength> , 672.0

Fluo 0.08 target,
Fluo 0.08 target
Collection Time: 2026-01-27 15:15:59
Operator Name  :
Scan Software Version: 3.00(339)
Parameter List :
Instrument                        Cary 50
Instrument Version                3.00
Start (nm)                        700.0
Stop (nm)                         350.0
X Mode                            Nanometers
Y Mode                            Abs
UV-Vis Scan Rate (nm/min)         600.00
UV-Vis Data Interval (nm)         1.00
UV-Vis Ave. Time (sec)            0.1000
Beam Mode                         Dual Beam
Baseline Correction               On
Baseline Type                     Baseline correction
Baseline File Name
Baseline Std Ref File Name
Cycle Mode                        Off
Comments
Method Log     :
Method Name    :
Date/Time stamp: 2026-01-27 12:04:29
Method Modifications:
UVVIS SAT Changed: 2026-01-27 12:06:18, Old:0.0125, New:0.1000
Common SAT Changed: 2026-01-27 12:06:18, Old:0.0125, New:0.1000
X Start nm Changed: 2026-01-27 12:06:26, Old:  800.0, New:  700.0
X Stop nm Changed: 2026-01-27 12:06:26, Old:  200.0, New:  350.0
Common Interval nm Changed: 2026-01-27 12:06:26, Old:     5.00, New:     1.00
Baseline Correction Changed: 2026-01-27 12:07:43, Old:0, New:1
Baseline Correction Changed: 2026-01-27 12:09:26, Old:1, New:0
Baseline Correction Changed: 2026-01-27 15:07:12, Old:0, New:1
End Method Modifications
<Current Wavelength> , 350.0

Fluo 0.06 target,
Fluo 0.06 target
Collection Time: 2026-01-27 15:19:20
Operator Name  :
Scan Software Version: 3.00(339)
Parameter List :
Instrument                        Cary 50
Instrument Version                3.00
Start (nm)                        700.0
Stop (nm)                         350.0
X Mode                            Nanometers
Y Mode                            Abs
UV-Vis Scan Rate (nm/min)         600.00
UV-Vis Data Interval (nm)         1.00
UV-Vis Ave. Time (sec)            0.1000
Beam Mode                         Dual Beam
Baseline Correction               On
Baseline Type                     Baseline correction
Baseline File Name
Baseline Std Ref File Name
Cycle Mode                        Off
Comments
Method Log     :
Method Name    :
Date/Time stamp: 2026-01-27 12:04:29
Method Modifications:
UVVIS SAT Changed: 2026-01-27 12:06:18, Old:0.0125, New:0.1000
Common SAT Changed: 2026-01-27 12:06:18, Old:0.0125, New:0.1000
X Start nm Changed: 2026-01-27 12:06:26, Old:  800.0, New:  700.0
X Stop nm Changed: 2026-01-27 12:06:26, Old:  200.0, New:  350.0
Common Interval nm Changed: 2026-01-27 12:06:26, Old:     5.00, New:     1.00
Baseline Correction Changed: 2026-01-27 12:07:43, Old:0, New:1
Baseline Correction Changed: 2026-01-27 12:09:26, Old:1, New:0
Baseline Correction Changed: 2026-01-27 15:07:12, Old:0, New:1
End Method Modifications
<Current Wavelength> , 350.0

